Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas1328     Pavarde1328    6    0    10   10   10   9    10   2    2    8    1    
Vardas1329     Pavarde1329    7    1    3    6    5    6    8    0    0    4    1    
Vardas133      Pavarde133     2    8    2    8    3    6    4    8    3    3    0    
Vardas1330     Pavarde1330    1    9    3    3    1    8    3    4    5    9    5    
Vardas1331     Pavarde1331    6    4    10   9    0    4    0    7    5    3    1    
Vardas1332     Pavarde1332    8    5    8    2    1    2    4    5    9    0    8    
Vardas1333     Pavarde1333    3    5    9    0    0    6    1    5    3    0    9    
Vardas1334     Pavarde1334    9    3    1    1    5    9    5    3    9    4    2    
Vardas1335     Pavarde1335    5    0    0    3    3    3    9    5    4    1    9    
Vardas1336     Pavarde1336    1    6    4    8    7    9    0    7    1    4    2    
Vardas1337     Pavarde1337    4    5    8    7    9    0    6    6    0    9    3    
Vardas1338     Pavarde1338    2    0    9    3    10   2    8    8    5    10   5    
Vardas1339     Pavarde1339    6    6    8    1    5    3    8    0    8    3    1    
Vardas134      Pavarde134     7    7    5    4    1    6    3    0    6    6    9    
Vardas1340     Pavarde1340    2    7    4    8    2    3    5    2    7    9    7    
Vardas1341     Pavarde1341    1    0    9    9    7    7    3    6    8    10   10   
Vardas1342     Pavarde1342    9    0    10   3    3    3    7    7    3    5    10   
Vardas1343     Pavarde1343    5    3    0    5    3    0    0    8    7    8    8    
Vardas1344     Pavarde1344    3    5    7    1    4    1    0    0    6    6    8    
Vardas1345     Pavarde1345    1    4    4    6    7    8    4    5    1    10   0    
Vardas1346     Pavarde1346    5    9    3    5    6    7    9    1    9    0    5    
Vardas1347     Pavarde1347    6    5    8    10   9    0    6    2    8    9    6    
Vardas1348     Pavarde1348    7    3    7    10   9    3    10   7    6    3    3    
Vardas1349     Pavarde1349    8    3    2    3    5    2    4    1    6    10   7    
Vardas135      Pavarde135     2    2    8    3    3    3    1    9    8    7    2    
Vardas1350     Pavarde1350    6    4    5    3    10   10   9    0    1    7    8    
Vardas1351     Pavarde1351    3    1    2    6    9    1    9    1    4    2    1    
Vardas1352     Pavarde1352    1    10   6    8    3    10   0    6    5    1    8    
Vardas1353     Pavarde1353    0    9    5    9    10   3    3    5    8    1    4    
Vardas1354     Pavarde1354    0    9    0    10   4    9    8    5    9    5    0    
Vardas1355     Pavarde1355    0    2    1    8    10   4    5    6    6    3    10   
Vardas1356     Pavarde1356    10   9    10   10   3    7    4    1    3    0    9    
Vardas1357     Pavarde1357    1    6    8    6    9    0    0    10   3    9    10   
Vardas1358     Pavarde1358    1    1    5    6    8    5    4    2    2    4    5    
Vardas1359     Pavarde1359    5    10   3    6    9    8    2    10   8    7    6    
Vardas136      Pavarde136     3    9    1    1    9    10   0    0    3    7    7    
Vardas1360     Pavarde1360    4    5    2    2    7    10   9    6    8    1    4    
Vardas1361     Pavarde1361    5    6    10   5    7    1    2    6    9    8    7    
Vardas1362     Pavarde1362    0    9    7    6    1    9    8    0    0    5    6    
Vardas1363     Pavarde1363    4    10   1    10   8    2    6    0    0    0    7    
Vardas1364     Pavarde1364    0    1    5    7    5    2    7    2    10   3    8    
Vardas1365     Pavarde1365    9    6    8    7    1    7    8    0    5    5    6    
Vardas1366     Pavarde1366    5    4    6    4    4    9    8    7    4    10   7    
Vardas1367     Pavarde1367    10   6    5    9    0    8    2    4    6    4    5    
Vardas1368     Pavarde1368    2    2    0    4    8    10   2    5    3    7    3    
Vardas1369     Pavarde1369    1    3    10   5    4    8    9    10   4    8    4    
Vardas137      Pavarde137     10   9    7    9    9    8    2    10   8    8    4    
Vardas1370     Pavarde1370    5    4    10   2    2    9    10   3    6    10   7    
Vardas1371     Pavarde1371    5    10   3    4    8    0    7    3    1    7    3    
Vardas1372     Pavarde1372    10   8    10   4    2    4    5    2    9    8    5    
Vardas1373     Pavarde1373    1    8    1    4    5    0    1    8    0    4    8    
Vardas1374     Pavarde1374    6    5    7    3    6    2    0    3    1    8    7    
Vardas1375     Pavarde1375    2    9    5    9    6    10   1    2    3    0    6    
Vardas1376     Pavarde1376    3    5    3    1    6    3    2    3    1    1    10   
Vardas1377     Pavarde1377    5    7    5    7    7    2    10   10   8    6    0    
Vardas1378     Pavarde1378    3    3    10   8    2    4    5    3    8    2    7    
Vardas1379     Pavarde1379    7    7    9    4    7    0    3    7    10   3    6    
Vardas138      Pavarde138     0    1    3    8    10   9    6    6    0    10   8    
Vardas1380     Pavarde1380    2    5    2    2    0    6    5    5    10   0    2    
Vardas1381     Pavarde1381    0    10   9    4    10   7    5    10   1    1    10   
Vardas1382     Pavarde1382    10   4    8    6    0    3    7    8    10   10   9    
Vardas1383     Pavarde1383    7    6    5    7    3    5    4    9    2    1    4    
Vardas1384     Pavarde1384    4    7    5    5    6    9    7    8    9    0    0    
Vardas1385     Pavarde1385    9    3    5    1    3    6    4    5    5    2    5    
Vardas1386     Pavarde1386    7    6    9    2    10   10   0    3    0    5    8    
Vardas1387     Pavarde1387    5    3    5    8    6    9    0    7    2    7    2    
Vardas1388     Pavarde1388    1    10   8    6    1    0    6    4    4    5    1    
Vardas1389     Pavarde1389    0    4    4    9    0    3    1    4    3    3    7    
Vardas139      Pavarde139     7    4    1    0    2    0    2    7    7    10   9    
Vardas1390     Pavarde1390    10   8    1    5    10   2    7    10   2    7    4    
Vardas1391     Pavarde1391    0    0    0    0    5    4    1    2    4    3    7    
Vardas1392     Pavarde1392    10   6    6    2    5    7    2    10   5    0    3    
Vardas1393     Pavarde1393    9    3    8    8    9    3    8    4    9    4    3    
Vardas1394     Pavarde1394    6    0    8    3    2    7    7    3    8    3    3    
Vardas1395     Pavarde1395    6    0    7    8    10   5    7    2    10   8    4    
Vardas1396     Pavarde1396    4    4    2    5    8    6    0    9    10   6    3    
Vardas1397     Pavarde1397    4    1    7    7    10   7    10   4    0    10   3    
Vardas1398     Pavarde1398    1    3    2    2    2    5    5    0    6    3    10   
Vardas1399     Pavarde1399    3    0    2    9    10   9    7    0    7    5    4    
Vardas14       Pavarde14      6    4    5    1    4    4    2    7    9    8    8    
Vardas140      Pavarde140     4    5    8    5    6    4    3    7    0    1    0    
Vardas1400     Pavarde1400    6    10   4    8    3    7    6    8    2    10   9    
Vardas1401     Pavarde1401    6    5    10   10   6    6    6    8    2    2    1    
Vardas1402     Pavarde1402    8    8    9    5    7    3    1    3    0    4    2    
Vardas1403     Pavarde1403    9    1    6    2    10   1    5    5    7    8    3    
Vardas1404     Pavarde1404    1    7    3    3    8    7    1    10   0    5    6    
Vardas1405     Pavarde1405    7    7    0    5    2    9    7    6    6    1    9    
Vardas1406     Pavarde1406    0    3    5    10   3    0    8    5    0    7    2    
Vardas1407     Pavarde1407    0    1    1    5    8    4    2    2    8    2    8    
Vardas1408     Pavarde1408    8    8    5    8    8    6    10   5    10   1    5    
Vardas1409     Pavarde1409    2    9    9    6    10   3    3    8    7    0    9    
Vardas141      Pavarde141     3    0    0    5    4    3    7    9    9    0    0    
Vardas1410     Pavarde1410    1    1    6    4    7    0    10   0    2    3    1    
Vardas1411     Pavarde1411    8    7    0    1    1    0    9    10   2    4    1    
Vardas1412     Pavarde1412    3    9    9    5    1    6    2    5    6    0    7    
Vardas1413     Pavarde1413    7    7    0    4    8    1    6    9    9    8    2    
Vardas1414     Pavarde1414    10   5    4    4    5    7    9    5    0    5    6    
Vardas1415     Pavarde1415    3    10   7    5    8    4    9    8    2    8    3    
Vardas1416     Pavarde1416    4    7    4    3    7    7    0    1    5    6    7    
Vardas1417     Pavarde1417    1    4    2    2    10   5    0    8    9    7    4    
Vardas1418     Pavarde1418    5    0    9    5    4    8    5    4    10   5    5    
Vardas1419     Pavarde1419    4    2    1    10   1    6    7    9    9    7    8    
Vardas142      Pavarde142     4    6    1    0    0    1    6    3    9    6    3    
Vardas1420     Pavarde1420    3    7    1    2    0    6    5    3    8    9    2    
Vardas1421     Pavarde1421    4    3    4    10   8    9    0    3    3    10   0    
Vardas1422     Pavarde1422    6    0    5    7    4    0    10   9    4    3    9    
Vardas1423     Pavarde1423    2    1    1    0    8    8    1    9    4    1    4    
Vardas1424     Pavarde1424    10   2    6    1    9    0    5    1    5    7    4    
Vardas1425     Pavarde1425    5    10   9    9    6    3    8    10   8    10   0    
Vardas1426     Pavarde1426    4    9    1    9    5    1    8    6    3    1    10   
Vardas1427     Pavarde1427    2    9    8    4    0    9    6    6    0    10   5    
Vardas1428     Pavarde1428    3    1    10   8    3    8    2    3    7    0    6    
Vardas1429     Pavarde1429    10   10   8    0    9    2    7    0    8    7    4    
Vardas143      Pavarde143     6    7    7    1    6    7    3    3    8    0    2    
Vardas1430     Pavarde1430    0    3    0    9    10   0    10   4    7    1    2    
Vardas1431     Pavarde1431    1    9    10   3    1    9    7    10   0    9    10   
Vardas1432     Pavarde1432    0    3    5    0    6    3    3    0    3    0    7    
Vardas1433     Pavarde1433    4    9    6    8    9    7    3    3    5    9    1    
Vardas1434     Pavarde1434    2    7    0    5    10   10   3    2    6    7    6    
Vardas1435     Pavarde1435    2    9    1    7    9    2    1    0    5    7    8    
Vardas1436     Pavarde1436    5    10   6    5    0    9    4    7    2    9    2    
Vardas1437     Pavarde1437    3    6    9    3    4    3    7    4    0    1    9    
Vardas1438     Pavarde1438    9    8    3    7    0    2    8    10   3    1    10   
Vardas1439     Pavarde1439    10   5    5    2    7    3    0    3    6    10   6    
Vardas144      Pavarde144     10   2    2    10   10   1    5    7    0    4    1    
Vardas1440     Pavarde1440    0    4    1    0    0    2    9    2    0    1    5    
Vardas1441     Pavarde1441    4    5    7    4    9    0    7    9    7    2    2    
Vardas1442     Pavarde1442    3    7    3    1    8    4    7    1    0    3    8    
Vardas1443     Pavarde1443    5    10   10   1    2    9    1    5    7    8    7    
Vardas1444     Pavarde1444    0    5    2    3    10   8    0    10   2    8    3    
Vardas1445     Pavarde1445    9    7    0    1    5    0    4    4    3    8    8    
Vardas1446     Pavarde1446    4    3    0    0    10   4    9    0    2    5    4    
Vardas1447     Pavarde1447    6    0    4    4    2    9    1    0    7    6    4    
Vardas1448     Pavarde1448    5    1    6    4    0    1    10   5    9    5    7    
Vardas1449     Pavarde1449    2    8    8    5    8    10   4    4    3    2    2    
Vardas145      Pavarde145     5    10   8    7    6    1    7    5    3    7    8    
Vardas1450     Pavarde1450    9    2    1    8    3    7    4    1    5    10   2    
Vardas1451     Pavarde1451    2    4    3    5    6    6    9    4    8    0    10   
Vardas1452     Pavarde1452    10   2    4    9    6    10   2    10   2    4    2    
Vardas1453     Pavarde1453    0    8    7    8    8    0    6    8    3    10   1    
Vardas1454     Pavarde1454    4    10   8    0    4    2    4    0    4    9    8    
Vardas1455     Pavarde1455    3    3    2    1    2    9    4    5    5    0    10   
Vardas1456     Pavarde1456    10   0    4    0    9    5    4    4    3    5    10   
Vardas1457     Pavarde1457    1    1    3    5    0    8    4    7    10   2    9    
Vardas1458     Pavarde1458    7    4    4    8    1    4    4    3    2    5    2    
Vardas1459     Pavarde1459    2    0    0    9    9    5    9    1    3    10   10   
Vardas146      Pavarde146     6    1    3    10   7    6    6    4    6    7    4    
Vardas1460     Pavarde1460    10   6    0    0    3    6    4    2    1    9    6    
Vardas1461     Pavarde1461    9    1    6    9    3    3    4    0    6    4    10   
Vardas1462     Pavarde1462    1    2    8    9    1    10   0    2    9    3    2    
Vardas1463     Pavarde1463    4    5    10   1    8    5    5    2    9    4    1    
Vardas1464     Pavarde1464    9    4    4    2    5    9    3    1    9    4    1    
Vardas1465     Pavarde1465    1    0    6    6    7    9    6    0    0    3    7    
Vardas1466     Pavarde1466    5    6    8    2    7    3    7    10   9    9    0    
Vardas1467     Pavarde1467    1    9    10   9    9    0    4    8    5    4    6    
Vardas1468     Pavarde1468    10   2    1    7    1    2    10   7    9    5    10   
